,PC1,PC2,Country,Cluster
105,-0.9195223188774344,-0.036904948886078696, Lebanon ,0
106,-1.0452585279374347,0.038115213335729044, Lesotho ,0
107,-1.0479131672978206,0.06880628945694343, Liberia ,0
108,-0.8249449545680364,-0.07054942074255807, Libya ,0
109,-0.6043131814718928,-2.035635278936961, Liechtenstein ,0
110,-0.8767258813063418,-0.10656859021084145, Lithuania ,0
111,-0.548278839413838,-1.1279780112780822, Luxembourg ,0
112,-0.9993355012721625,0.15879251418993884, Madagascar ,0
113,-1.0191406988088483,0.12333844735055802, Malawi ,0
114,0.03050846270825237,0.2293531301096212, Malaysia ,0
115,-1.0301425081946984,-0.041951824227589425, Maldives ,0
116,-1.0008267741824235,0.14109724952474104, Mali ,0
117,-0.9465485870634668,-0.2578737476723436, Malta ,0
118,-1.045310755404547,-0.020727325852336765, Marshall Islands ,0
119,-1.03098761176078,0.05012611871257105, Mauritania ,0
120,-0.999087322902523,-0.0628158337851933, Mauritius ,0
121,2.5645389339529507,0.3561713875141867, Mexico ,0
122,-1.048937410916536,0.0007897003249228349, Micronesia (FS of) ,0
123,-1.0207480749709215,0.033025234079167236, Mongolia ,0
124,-1.028956517989396,-0.03289427935870079, Montenegro ,0
125,-1.0235566797599105,-0.1277290403069419, Montserrat ,0
126,-0.686353883609207,0.24059428250239648, Morocco ,0
127,-0.9875589962858485,0.16695500734881924, Mozambique ,0
128,-0.8387897237946715,0.38825104636335905, Myanmar ,0
129,-1.0104011058802191,-0.005560594046443051, Namibia ,0
130,-1.0358690598926368,-0.06860741081996749, Nauru ,0
131,-0.9657163930430371,0.20204259735936614, Nepal ,0
132,2.158906135249242,-0.8816112451322714, Netherlands ,0
133,-0.9360768742303694,-0.41501462957079077, New Caledonia ,0
134,-0.491848654894317,-0.3855536735662726, New Zealand ,0
135,-1.0127300316676717,0.06320423277476074, Nicaragua ,0
136,-1.011672754540999,0.1398134864389258, Niger ,0
137,0.1198368616006325,1.351566033039892, Nigeria ,0
138,-1.01114621899503,-0.00015054241135050266, North Macedonia ,0
139,0.33441214320627793,-1.1434237232037565, Norway ,0
140,-0.7918132525769638,-0.18899790119530685, Oman ,0
141,-0.19788523302210176,1.2579097404348198, Pakistan ,0
142,-1.0224650195052623,-0.12969001404193195, Palau ,0
143,-0.8904067332454951,-0.06645898140385424, Panama ,0
144,-0.9855393466369469,0.0738863413658837, Papua New Guinea ,0
145,-0.9505021638782486,0.03622667307730059, Paraguay ,0
146,-0.5763030766520642,0.16741782985909315, Peru ,0
147,-0.1605756638083194,0.6322999113690217, Philippines ,0
148,0.4725041678317509,0.004340102152127964, Poland ,0
149,-0.284552033798802,-0.2699107867149784, Portugal ,0
150,-0.648336640996887,-0.18990849536587076, Puerto Rico ,0
151,-0.520072165973272,-0.7645318628663677, Qatar ,0
152,3.16509683416996,0.008375757410861679, Republic of Korea ,3
153,-1.022596260340472,0.0405632651852909, Republic of Moldova ,0
154,-0.4767451579346178,0.08991523260344163, Romania ,0
155,3.042490931732268,0.6757247745791441, Russian Federation ,3
156,-1.0267130944122693,0.09862127983312079, Rwanda ,0
157,-1.0086572268581953,-0.18558489229944578, Saint Kitts and Nevis ,0
158,-1.0287135241733651,-0.07842572585801658, Saint Lucia ,0
159,-1.0484584042875777,0.0032583679005361733, Samoa ,0
160,-0.8760606245043034,-0.7743614911814949, San Marino ,0
161,-1.0552318124473892,0.02855219140515337, Sao Tome and Principe ,0
162,0.7123057408467406,-0.05260541365464576, Saudi Arabia ,0
163,-0.9879248604906933,0.10257766775805735, Senegal ,0
164,-0.8925792274525404,0.0332874694906926, Serbia ,0
165,-1.017228480612534,-0.13318580335160618, Seychelles ,0
166,-1.0402162899973897,0.08348154645378952, Sierra Leone ,0
167,0.45557476019727017,-0.6815522215148424, Singapore ,0
168,-0.7018972652556152,-0.13930483242745523, Slovakia ,0
169,-0.8230450853001778,-0.25828201012409663, Slovenia ,0
170,-1.0504036843319633,0.026882801687277687, Solomon Islands ,0
171,-1.0268391667816203,0.11644232193462496, Somalia ,0
172,-0.024604135103431162,0.10503345417439859, South Africa ,0
173,-1.003833276004168,-0.0022677352679921015, South Sudan ,0
174,3.115625585461136,-0.41465277947617785, Spain ,3
175,-0.8540314382454491,0.1326460294482877, Sri Lanka ,0
176,-1.0380974830352072,-0.04640625312719577, St. Vincent and the Grenadines ,0
177,-1.011258657128386,0.025497462946323518, State of Palestine ,0
178,-0.7554230063792001,0.3243930900950772, Sudan ,0
179,-0.9028937720405255,0.3531196273895124, Sudan (Former) ,0
180,-1.0292016974339289,-0.02946872577466364, Suriname ,0
181,0.7787196474110065,-0.8437681788467898, Sweden ,0
182,1.3374113595238926,-1.2539916353482672, Switzerland ,0
183,-0.9135415219173257,0.16825577023706256, Syrian Arab Republic ,0
184,-1.0273594424795305,0.07962204883082191, Tajikistan ,0
185,0.378683182278959,0.531792723386312, Thailand ,0
186,-1.0477583469239207,0.02508829762291507, Timor-Leste ,0
187,-1.0348297471841066,0.07354456723331662, Togo ,0
188,-1.0475955246950388,-0.006026070558183373, Tonga ,0
189,-0.9471145915358471,-0.14721543124737896, Trinidad and Tobago ,0
190,-0.8877077184203067,0.0657824043729617, Tunisia ,0
191,-0.93508317345175,0.049861551168953126, Turkmenistan ,0
192,-0.9748351168590893,-0.3481755872488987, Turks and Caicos Islands ,0
193,-1.044005363463014,-0.03071607235440758, Tuvalu ,0
194,1.2202086405775916,0.5552064920415106, Türkiye ,0
195,-0.8829017204706081,0.31763704007432586, U.R. of Tanzania: Mainland ,0
196,-0.9466083309102368,0.23508647492292317, Uganda ,0
197,-0.548971547979805,0.31076462377174163, Ukraine ,0
198,0.1750801647177242,-0.6345514390619669, United Arab Emirates ,0
199,7.048426369532096,-1.7842833962691027, United Kingdom ,3
200,43.83852420436404,-7.523561660787105, United States ,1
201,-0.8952750880188055,-0.10003350536440755, Uruguay ,0
202,-0.8490864202559008,0.29469997930544034, Uzbekistan ,0
203,-1.049784588897453,0.011753555431321682, Vanuatu ,0
204,-0.2930941141144099,0.10609481131299865, Venezuela (Bolivarian Republic of) ,0
205,-0.27513405897907617,0.6370205760324632, Viet Nam ,0
206,-0.9593567768036702,0.16113422365548521, Yemen ,0
207,-0.9856401800319206,0.09941587787776215, Zambia ,0
208,-1.0539087153212676,0.04424502456088609, Zanzibar ,0
209,-0.9895076385560755,0.09934186332575072, Zimbabwe ,0
